player,opponent,opponent_team,duration
Lopez Marco,Gauthier Mathis,McGill Redbirds,98.0
Lopez Marco,Gaylor Cameron,Brock Badgers,186.0
Lopez Marco,Gerrie Keighan,Lakehead Thunderwolves,29.0
Lopez Marco,Gilhula Owen,York Lions,159.0
Lopez Marco,Girouard Nicholas,Concordia Stingers,253.0
Lopez Marco,Greenway Tyson,Brock Badgers,107.0
Lopez Marco,Griffioen Max,Nipissing Lakers,330.0
Lopez Marco,Grigoryev Daniil,Toronto Metropolitan Bold,45.0
Lopez Marco,Gursoy Kevin,Toronto Metropolitan Bold,45.0
Lopez Marco,Havlena Kyle,Concordia Stingers,203.0
Lopez Marco,Hoffrogge Jacob,Brock Badgers,52.0
Lopez Marco,Holm Logan,York Lions,118.0
Lopez Marco,Huard Stephane JR,McGill Redbirds,104.0
Lopez Marco,Huchette Mikael,Concordia Stingers,13.0
Lopez Marco,Hunt Tyler,Wilfrid Laurier Golden Hawks,105.0
Lopez Marco,Ianniello Joseph,Toronto Metropolitan Bold,84.0
Lopez Marco,Inniss Christopher,Concordia Stingers,183.0
Lopez Marco,Izyk Alex,Lakehead Thunderwolves,114.0
Lopez Marco,Jenkins Frank Thomas,Nipissing Lakers,342.0
Lopez Marco,Johnson Charlie,Nipissing Lakers,285.0
Lopez Marco,Kavanagh Josh,Wilfrid Laurier Golden Hawks,125.0
Lopez Marco,Kilbourne Bryce,Wilfrid Laurier Golden Hawks,257.0
Lopez Marco,Kinash Matthew,Toronto Metropolitan Bold,80.0
Lopez Marco,Lacombe Chase,Nipissing Lakers,261.0
Lopez Marco,Lacombe Thomas,York Lions,163.0
Lopez Marco,Larochelle Sean,Concordia Stingers,293.0
Lopez Marco,Larsen Wil,Nipissing Lakers,246.0
Lopez Marco,Lavoie Nathan,Concordia Stingers,386.0
Lopez Marco,LeBlanc Dominic,Nipissing Lakers,126.0
Lopez Marco,Lenart Thomas,Wilfrid Laurier Golden Hawks,85.0
Lopez Marco,Lieffers Elias,Nipissing Lakers,169.0
Lopez Marco,Mabey David,York Lions,79.0
Lopez Marco,MacIntosh Aiden,York Lions,182.0
Lopez Marco,Mack Joseph,Lakehead Thunderwolves,27.0
Lopez Marco,Mahar Nick,Nipissing Lakers,157.0
Lopez Marco,Malboeuf Tristan,Wilfrid Laurier Golden Hawks,88.0
Lopez Marco,Martin Ian,Toronto Metropolitan Bold,62.0
Lopez Marco,Massie Dylan,Lakehead Thunderwolves,83.0
Lopez Marco,Massie Noah,Lakehead Thunderwolves,212.0
Lopez Marco,Mayea Devyn,Nipissing Lakers,443.0
Lopez Marco,Mburanumwe Igor,McGill Redbirds,120.0
Lopez Marco,McAndrews Bryan,York Lions,163.0
Lopez Marco,McLeod Brock,York Lions,188.0
Lopez Marco,Melancon Max-Antoine,Wilfrid Laurier Golden Hawks,100.0
Lopez Marco,Melikov Vyacheslav,Toronto Metropolitan Bold,82.0
Lopez Marco,Morin Alexis,McGill Redbirds,106.0
Lopez Marco,Mulholland Ryan,Wilfrid Laurier Golden Hawks,207.0
Lopez Marco,Murphy Wil,Lakehead Thunderwolves,105.0
Lopez Marco,Nadeau Alexandre,Concordia Stingers,26.0
Lopez Marco,Nardone Vincent,Concordia Stingers,301.0
Lopez Marco,O'Donnell Justin,Wilfrid Laurier Golden Hawks,291.0
Lopez Marco,Oakley Keaton,York Lions,9.0
Lopez Marco,Paul Justin,Lakehead Thunderwolves,74.0
Lopez Marco,Pellerin Maxime,McGill Redbirds,32.0
Lopez Marco,Petrie Caleb,Wilfrid Laurier Golden Hawks,135.0
Lopez Marco,Playfair Christopher,Toronto Metropolitan Bold,45.0
Lopez Marco,Portokalis William,Toronto Metropolitan Bold,64.0
Lopez Marco,Pouliot Olivier,Lakehead Thunderwolves,152.0
Lopez Marco,Proulx Gabriel,Concordia Stingers,25.0
Lopez Marco,Prowse Mitchell,McGill Redbirds,17.0
Lopez Marco,Reimer Eli,Wilfrid Laurier Golden Hawks,89.0
Lopez Marco,Reimer Jadon,Wilfrid Laurier Golden Hawks,175.0
Lopez Marco,Rhodes Sam,Wilfrid Laurier Golden Hawks,87.0
Lopez Marco,Richardson Blake,Concordia Stingers,309.0
Lopez Marco,Rogers Holden,Brock Badgers,47.0
Lopez Marco,Ross Liam,Toronto Metropolitan Bold,90.0
Lopez Marco,Rouleau William,McGill Redbirds,49.0
Lopez Marco,Rupoli Joseph,Toronto Metropolitan Bold,73.0
Lopez Marco,Sandhu Chase,York Lions,183.0
Lopez Marco,Savoie Charles,Concordia Stingers,8.0
Lopez Marco,Senken Connor,York Lions,73.0
Lopez Marco,Shugrue Spencer,Toronto Metropolitan Bold,71.0
Lopez Marco,Sims Ethan,Brock Badgers,41.0
Lopez Marco,Sooklal Isaac,Wilfrid Laurier Golden Hawks,219.0
Lopez Marco,Stepien Ryan,Brock Badgers,24.0
Lopez Marco,Stewart Zander,Brock Badgers,95.0
Lopez Marco,Stock Jordan,Brock Badgers,41.0
Lopez Marco,Stothers Kai,Wilfrid Laurier Golden Hawks,171.0
Lopez Marco,Strickland Luke,Nipissing Lakers,165.0
Lopez Marco,Sutherland Bryce,Wilfrid Laurier Golden Hawks,13.0
Lopez Marco,Thiessen Rylan,Brock Badgers,212.0
Lopez Marco,Thompson Ryan,Brock Badgers,105.0
Lopez Marco,Tomasini Tyson,Nipissing Lakers,159.0
Lopez Marco,Tymkin Cole,Brock Badgers,91.0
Lopez Marco,Van Unen Joshua,Lakehead Thunderwolves,111.0
Lopez Marco,Vescio Payton,Nipissing Lakers,402.0
Lopez Marco,Vom Scheidt Noah,Nipissing Lakers,227.0
Lopez Marco,Vreugdenhill Jacob,York Lions,166.0
Lopez Marco,Walker Brandon,York Lions,184.0
Lopez Marco,Whittaker Liam,Lakehead Thunderwolves,137.0
Lopez Marco,Whittaker Richard,Lakehead Thunderwolves,127.0
Lopez Marco,Williamson Sam,Wilfrid Laurier Golden Hawks,93.0
McKinney Sam,Agostino Daniel,Concordia Stingers,78.0
McKinney Sam,Aiello Christiano,Western Mustangs,546.0
McKinney Sam,Allan Blake,Carleton Ravens,190.0
McKinney Sam,Allard Felix,Concordia Stingers,253.0
McKinney Sam,Allensen Nathan,Guelph Gryphons,682.0
McKinney Sam,Allepot Anthony,Western Mustangs,268.0
McKinney Sam,Amanatidis Peter,Carleton Ravens,80.0
McKinney Sam,Amousse Andrew,Brock Badgers,528.0
McKinney Sam,Anctil Julien,Concordia Stingers,220.0
McKinney Sam,Anderson Brenden,Wilfrid Laurier Golden Hawks,333.0
McKinney Sam,Anderson Josh,Nipissing Lakers,608.0
McKinney Sam,Athanasakos Nicholas,Toronto Varsity Blues,373.0
McKinney Sam,Awashish Mikisiw,McGill Redbirds,266.0
McKinney Sam,Badalamenti Benjamin,Lakehead Thunderwolves,614.0
McKinney Sam,Barnes Matthew,Toronto Metropolitan Bold,344.0
McKinney Sam,Beamin Cole,York Lions,472.0
McKinney Sam,Bedard Felix,Carleton Ravens,169.0
McKinney Sam,Belchamber Andrew,Ottawa Gee-Gees,373.0
McKinney Sam,Belton Reese,Carleton Ravens,173.0
McKinney Sam,Belzile Thomas,McGill Redbirds,279.0
McKinney Sam,Benwell Evan,Wilfrid Laurier Golden Hawks,803.0
McKinney Sam,Bernier Gabriel,Ontario Tech Ridgebacks,271.0
McKinney Sam,Bettens Nolan,Wilfrid Laurier Golden Hawks,194.0
McKinney Sam,Bignell Luke,Guelph Gryphons,664.0
McKinney Sam,Biondi Giordano,Guelph Gryphons,339.0
McKinney Sam,Blackwell Spencer,Lakehead Thunderwolves,628.0
McKinney Sam,Blake Bradley,RMC Paladins,249.0
McKinney Sam,Blanchard Alexandre,McGill Redbirds,157.0
McKinney Sam,Bolton Wade,RMC Paladins,263.0
McKinney Sam,Bonefon Alexis,Ottawa Gee-Gees,218.0
McKinney Sam,Boria Jonah,Brock Badgers,645.0
McKinney Sam,Bouchard Xavier,McGill Redbirds,479.0
McKinney Sam,Boucher Jacob,Windsor Lancers,684.0
McKinney Sam,Bowie Connor,Toronto Metropolitan Bold,955.0
McKinney Sam,Brand Evan,Toronto Metropolitan Bold,436.0
McKinney Sam,Brazier Hunter,Guelph Gryphons,506.0
McKinney Sam,Brown Hunter,York Lions,327.0
McKinney Sam,Brown Patrick,Wilfrid Laurier Golden Hawks,700.0
McKinney Sam,Bruder Andrew,Western Mustangs,262.0
McKinney Sam,Bryant Kaden,Ottawa Gee-Gees,440.0
McKinney Sam,Bulitka Shane,Western Mustangs,126.0
McKinney Sam,Caines Harrison,Nipissing Lakers,671.0
McKinney Sam,Campbell David,Nipissing Lakers,259.0
McKinney Sam,Campbell Isiah,Concordia Stingers,163.0
McKinney Sam,Campbell Nikolas,Lakehead Thunderwolves,230.0
McKinney Sam,Cap Dharan,Queen's Gaels,251.0
McKinney Sam,Casper Ethan,Guelph Gryphons,499.0
McKinney Sam,Castleman Oliver,Carleton Ravens,144.0
McKinney Sam,Chard Lucas,Wilfrid Laurier Golden Hawks,230.0
McKinney Sam,Charron Edouard,Concordia Stingers,62.0
McKinney Sam,Chenier Bradley,Ottawa Gee-Gees,255.0
McKinney Sam,Chiarot Aaron,Windsor Lancers,839.0
McKinney Sam,Chisholm Callum,Wilfrid Laurier Golden Hawks,919.0
McKinney Sam,Clarke Sean,Toronto Varsity Blues,218.0
McKinney Sam,Clavelle Brendon,Ottawa Gee-Gees,234.0
McKinney Sam,Cloutier Mathis,UQTR Patriotes,233.0
McKinney Sam,Collins William,Carleton Ravens,130.0
McKinney Sam,Collora Salvatore,Windsor Lancers,558.0
McKinney Sam,Coltart Bruce,RMC Paladins,642.0
McKinney Sam,Condotta Jaden,Toronto Metropolitan Bold,1087.0
McKinney Sam,Cook A.J.,Brock Badgers,860.0
McKinney Sam,Cook Jack,Lakehead Thunderwolves,314.0
McKinney Sam,Cooper Mark,Toronto Varsity Blues,541.0
McKinney Sam,Cote Christophe,Brock Badgers,444.0
McKinney Sam,Cournoyer Alexis,Brock Badgers,627.0
McKinney Sam,Cournoyer Edouard,UQTR Patriotes,482.0
McKinney Sam,Cousins Kolton,Queen's Gaels,278.0
McKinney Sam,Crane Trentyn,Lakehead Thunderwolves,618.0
McKinney Sam,Cunningham Alexander,Windsor Lancers,257.0
McKinney Sam,D'Intino Jordan,Toronto Metropolitan Bold,372.0
McKinney Sam,Daley Caiden,McGill Redbirds,221.0
McKinney Sam,Danilson Noah,Western Mustangs,230.0
McKinney Sam,Dann Nolan,Guelph Gryphons,533.0
McKinney Sam,Darcy Thomas,Guelph Gryphons,749.0
McKinney Sam,Davis Nathaniel,Toronto Varsity Blues,461.0
McKinney Sam,Davis Tyler,Wilfrid Laurier Golden Hawks,713.0
McKinney Sam,DeGrazia Nicholas,Lakehead Thunderwolves,756.0
McKinney Sam,DeGurse Nolan,Guelph Gryphons,593.0
McKinney Sam,DeJong Tristan,Guelph Gryphons,837.0
McKinney Sam,Denault Chad,Nipissing Lakers,543.0
McKinney Sam,Desgagnes Mathieu,Ottawa Gee-Gees,483.0
McKinney Sam,Desrochers Antoine,Ontario Tech Ridgebacks,311.0
McKinney Sam,Dickerson Graham,Toronto Varsity Blues,426.0
McKinney Sam,Dimovski Aleks,Toronto Metropolitan Bold,334.0
McKinney Sam,Dirven Benjamin,Toronto Varsity Blues,293.0
McKinney Sam,Dobrich Stefan,Windsor Lancers,1355.0
McKinney Sam,Doherty Jackson,Toronto Metropolitan Bold,285.0
McKinney Sam,Doyle Ethan,Guelph Gryphons,610.0
McKinney Sam,Drover Alex,Ontario Tech Ridgebacks,75.0
McKinney Sam,Duarte Matthew,Brock Badgers,337.0
McKinney Sam,Duff Jack,Queen's Gaels,483.0
McKinney Sam,Dufort Ludovic,Ontario Tech Ridgebacks,130.0
McKinney Sam,Duhamel Jeremy,Nipissing Lakers,130.0
McKinney Sam,Dumont Charles-Antoine,McGill Redbirds,333.0
McKinney Sam,Dumoulin William,UQTR Patriotes,164.0
McKinney Sam,Dutil Elliot,Ottawa Gee-Gees,99.0
McKinney Sam,Ennis William,Windsor Lancers,2052.0
McKinney Sam,Farmer Charles,Nipissing Lakers,892.0
McKinney Sam,Fasciano Luca,Lakehead Thunderwolves,932.0
McKinney Sam,Faust Cayden,Windsor Lancers,1260.0
McKinney Sam,Ferguson Ian,Guelph Gryphons,418.0
McKinney Sam,Ford Nolan,Ontario Tech Ridgebacks,439.0
McKinney Sam,Foreman Kyle,Nipissing Lakers,850.0
McKinney Sam,Forster Nolan,Guelph Gryphons,520.0
McKinney Sam,Fournier Alex,Carleton Ravens,143.0
McKinney Sam,Fowler Hayden,Queen's Gaels,232.0
McKinney Sam,Fox Nathan,RMC Paladins,203.0
McKinney Sam,Frattaroli Brandon,McGill Redbirds,469.0
McKinney Sam,Fredette Vincent,Concordia Stingers,218.0
McKinney Sam,Frenette Conor,UQTR Patriotes,278.0
McKinney Sam,Gagnon Alexandre,McGill Redbirds,112.0
McKinney Sam,Gagnon Mathieu,McGill Redbirds,121.0
McKinney Sam,Gallant William,RMC Paladins,152.0
McKinney Sam,Gallant Zach,McGill Redbirds,290.0
McKinney Sam,Gannon Riley,Brock Badgers,710.0
McKinney Sam,Gaudio Alexander,Concordia Stingers,320.0
McKinney Sam,Gauthier Kaylen,UQTR Patriotes,369.0
McKinney Sam,Gauthier Mathis,McGill Redbirds,439.0
McKinney Sam,Gauthier Mavrick,UQTR Patriotes,357.0
McKinney Sam,Gauvreau Cameron,Ottawa Gee-Gees,496.0
McKinney Sam,Gaylor Cameron,Brock Badgers,208.0
McKinney Sam,Gerrie Keighan,Lakehead Thunderwolves,311.0
McKinney Sam,Gervais Julien,Guelph Gryphons,286.0
McKinney Sam,Gilhula Owen,York Lions,323.0
McKinney Sam,Girouard Nicholas,Concordia Stingers,233.0
McKinney Sam,Giroux Zacharie,Ottawa Gee-Gees,395.0
McKinney Sam,Gravel Zachary,UQTR Patriotes,162.0
McKinney Sam,Gravelle Jake,Western Mustangs,660.0
McKinney Sam,Greenway Tyson,Brock Badgers,435.0
McKinney Sam,Griffioen Max,Nipissing Lakers,508.0
McKinney Sam,Grigoryev Daniil,Toronto Metropolitan Bold,496.0
McKinney Sam,Gursoy Kevin,Toronto Metropolitan Bold,669.0
McKinney Sam,Hamilton Derek,Queen's Gaels,200.0
McKinney Sam,Hamlin Ray,Windsor Lancers,1214.0
McKinney Sam,Havlena Kyle,Concordia Stingers,326.0
McKinney Sam,Hebert Mathieu,RMC Paladins,382.0
McKinney Sam,Hensrud Travis,Windsor Lancers,1338.0
McKinney Sam,Hinz Brady,Windsor Lancers,797.0
McKinney Sam,Hoffrogge Jacob,Brock Badgers,565.0
McKinney Sam,Holm Logan,York Lions,512.0
McKinney Sam,Holtrop Joel,RMC Paladins,325.0
McKinney Sam,Howie Johnny,Ottawa Gee-Gees,87.0
McKinney Sam,Huard Stephane JR,McGill Redbirds,360.0
McKinney Sam,Huchette Mikael,Concordia Stingers,248.0
McKinney Sam,Hudon Dylan,Guelph Gryphons,520.0
McKinney Sam,Hunt Andrew,Carleton Ravens,113.0
McKinney Sam,Hunt Tyler,Wilfrid Laurier Golden Hawks,666.0
McKinney Sam,Huston Sam,Brock Badgers,296.0
McKinney Sam,Hutcheson Nolan,Queen's Gaels,270.0
McKinney Sam,Hutton Dustin,Ontario Tech Ridgebacks,223.0
McKinney Sam,Ianniello Joseph,Toronto Metropolitan Bold,387.0
McKinney Sam,Inniss Christopher,Concordia Stingers,305.0
McKinney Sam,Izyk Alex,Lakehead Thunderwolves,420.0
McKinney Sam,Jakovljevic Marko,Ontario Tech Ridgebacks,375.0
McKinney Sam,Jenkins Frank Thomas,Nipissing Lakers,1044.0
McKinney Sam,Jesus David,Windsor Lancers,2406.0
McKinney Sam,Johnson Charlie,Nipissing Lakers,653.0
McKinney Sam,Johnston Alex,Carleton Ravens,147.0
McKinney Sam,K-Fournier Nick,Ottawa Gee-Gees,432.0
McKinney Sam,Kaddoura Majid,Carleton Ravens,430.0
McKinney Sam,Katzalay Holden,Queen's Gaels,180.0
McKinney Sam,Kavanagh Josh,Wilfrid Laurier Golden Hawks,651.0
McKinney Sam,Kilbourne Bryce,Wilfrid Laurier Golden Hawks,1245.0
McKinney Sam,Kinash Matthew,Toronto Metropolitan Bold,476.0
McKinney Sam,King Jacob,Toronto Varsity Blues,381.0
McKinney Sam,Koran Braiden,Ontario Tech Ridgebacks,319.0
McKinney Sam,LaFrance David,Ottawa Gee-Gees,282.0
McKinney Sam,Lacombe Chase,Nipissing Lakers,677.0
McKinney Sam,Lacombe Thomas,York Lions,403.0
McKinney Sam,Lafrance Felix,UQTR Patriotes,303.0
McKinney Sam,Lalonde Owen,Queen's Gaels,443.0
McKinney Sam,Lamothe Olivier,York Lions,275.0
McKinney Sam,Larkin Patrick,McGill Redbirds,239.0
McKinney Sam,Larmand Ethan,Queen's Gaels,191.0
McKinney Sam,Larochelle Charles-Thomas,Queen's Gaels,240.0
McKinney Sam,Larochelle Sean,Concordia Stingers,305.0
McKinney Sam,Larose Felix,UQTR Patriotes,146.0
McKinney Sam,Larsen Wil,Nipissing Lakers,492.0
McKinney Sam,Lavoie Nathan,Concordia Stingers,265.0
McKinney Sam,LeBlanc Dominic,Nipissing Lakers,202.0
McKinney Sam,LeBlanc Josh,Western Mustangs,173.0
McKinney Sam,Leduc Devin,RMC Paladins,190.0
McKinney Sam,Lemieux Ian,Queen's Gaels,191.0
McKinney Sam,Lenart Thomas,Wilfrid Laurier Golden Hawks,968.0
McKinney Sam,Leonard Kyle,Ontario Tech Ridgebacks,376.0
McKinney Sam,Lewis Braeden,Brock Badgers,179.0
McKinney Sam,Lieffers Elias,Nipissing Lakers,667.0
McKinney Sam,Linklater Logan,Windsor Lancers,1041.0
McKinney Sam,Longo Trevor,Queen's Gaels,270.0
McKinney Sam,Luik Owen,Toronto Varsity Blues,246.0
McKinney Sam,Mabey David,York Lions,428.0
McKinney Sam,MacIntosh Aiden,York Lions,275.0
McKinney Sam,MacNeil Owen,Western Mustangs,391.0
McKinney Sam,Mack Joseph,Lakehead Thunderwolves,448.0
McKinney Sam,Mahar Nick,Nipissing Lakers,293.0
McKinney Sam,Maisonneuve Vincent,Ottawa Gee-Gees,384.0
McKinney Sam,Malboeuf Tristan,Wilfrid Laurier Golden Hawks,141.0
McKinney Sam,Martin Ian,Toronto Metropolitan Bold,775.0
McKinney Sam,Martin Jeremy,UQTR Patriotes,264.0
McKinney Sam,Massie Dylan,Lakehead Thunderwolves,562.0
McKinney Sam,Massie Noah,Lakehead Thunderwolves,1041.0
McKinney Sam,Matulu Noah,RMC Paladins,287.0
McKinney Sam,Mayea Devyn,Nipissing Lakers,1141.0
McKinney Sam,Mayotte James,Carleton Ravens,384.0
McKinney Sam,Mburanumwe Igor,McGill Redbirds,515.0
McKinney Sam,McAndrews Bryan,York Lions,435.0
McKinney Sam,McCarry Nick,Carleton Ravens,211.0
McKinney Sam,McCartney Brandon,York Lions,313.0
McKinney Sam,McFarland Ethan,Toronto Varsity Blues,323.0
McKinney Sam,McLean Cullen,Ontario Tech Ridgebacks,246.0
McKinney Sam,McLeod Brock,York Lions,438.0
McKinney Sam,McMaster Anson,Ottawa Gee-Gees,532.0
McKinney Sam,McMullen Keegan,Windsor Lancers,1618.0
McKinney Sam,McNamara Matt,Windsor Lancers,1248.0
McKinney Sam,McNaughton Brock,RMC Paladins,456.0
McKinney Sam,Melancon Max-Antoine,Wilfrid Laurier Golden Hawks,326.0
McKinney Sam,Melikov Vyacheslav,Toronto Metropolitan Bold,355.0
McKinney Sam,Michaud Daniel,Queen's Gaels,216.0
McKinney Sam,Michaud Jeremy,Ontario Tech Ridgebacks,380.0
McKinney Sam,Milot-Ouellet Vincent,UQTR Patriotes,364.0
McKinney Sam,Morin Alexis,McGill Redbirds,90.0
McKinney Sam,Morneau Giovanni,Carleton Ravens,213.0
McKinney Sam,Moskal Billy,Toronto Varsity Blues,381.0
McKinney Sam,Mufarreh Dominic,Windsor Lancers,338.0
McKinney Sam,Mulholland Ryan,Wilfrid Laurier Golden Hawks,216.0
McKinney Sam,Mullen Kirk,Windsor Lancers,1010.0
McKinney Sam,Munroe-Boucher Anthony,UQTR Patriotes,364.0
McKinney Sam,Murphy Wil,Lakehead Thunderwolves,766.0
McKinney Sam,Nadeau Alexandre,Concordia Stingers,52.0
McKinney Sam,Nardone Vincent,Concordia Stingers,306.0
McKinney Sam,O'Brien Fischer,RMC Paladins,412.0
McKinney Sam,O'Donnell Justin,Wilfrid Laurier Golden Hawks,564.0
McKinney Sam,Oakley Keaton,York Lions,369.0
McKinney Sam,Paquin Mathieu,Wilfrid Laurier Golden Hawks,67.0
McKinney Sam,Park Alexander,Ontario Tech Ridgebacks,368.0
McKinney Sam,Pascoal Isaac,RMC Paladins,424.0
McKinney Sam,Paul Justin,Lakehead Thunderwolves,473.0
McKinney Sam,Pellerin Maxime,McGill Redbirds,390.0
McKinney Sam,Penman Duncan,Guelph Gryphons,851.0
McKinney Sam,Petrie Caleb,Wilfrid Laurier Golden Hawks,430.0
McKinney Sam,Pimm Devin,RMC Paladins,351.0
McKinney Sam,Playfair Christopher,Toronto Metropolitan Bold,567.0
McKinney Sam,Portokalis William,Toronto Metropolitan Bold,829.0
McKinney Sam,Pouliot Olivier,Lakehead Thunderwolves,606.0
McKinney Sam,Power Zach,Western Mustangs,361.0
McKinney Sam,Preuter Aidan,Western Mustangs,369.0
McKinney Sam,Proulx Gabriel,Concordia Stingers,318.0
McKinney Sam,Prowse Mitchell,McGill Redbirds,400.0
McKinney Sam,Pryce Ryan,Wilfrid Laurier Golden Hawks,621.0
McKinney Sam,Raad Jaden,Toronto Metropolitan Bold,425.0
McKinney Sam,Rafanomezantsoa Lois,UQTR Patriotes,513.0
McKinney Sam,Recine Julian,Toronto Varsity Blues,457.0
McKinney Sam,Reeves Aiden,Toronto Varsity Blues,373.0
McKinney Sam,Reimer Eli,Wilfrid Laurier Golden Hawks,597.0
McKinney Sam,Reimer Jadon,Wilfrid Laurier Golden Hawks,536.0
McKinney Sam,Renwick Michael,Queen's Gaels,263.0
McKinney Sam,Resar Sebastian,Toronto Varsity Blues,251.0
McKinney Sam,Rhodes Sam,Wilfrid Laurier Golden Hawks,1085.0
McKinney Sam,Ribau Nathan,Queen's Gaels,239.0
McKinney Sam,Richardson Blake,Concordia Stingers,289.0
McKinney Sam,Robinson Owen,Toronto Varsity Blues,426.0
McKinney Sam,Robinson William,Ontario Tech Ridgebacks,97.0
McKinney Sam,Rogers Holden,Brock Badgers,438.0
McKinney Sam,Rondeau Christophe,UQTR Patriotes,127.0
McKinney Sam,Roode Benjamin,Ontario Tech Ridgebacks,272.0
McKinney Sam,Ross Liam,Toronto Metropolitan Bold,1096.0
McKinney Sam,Rouleau William,McGill Redbirds,438.0
McKinney Sam,Roy Charles-Antoine,Ottawa Gee-Gees,276.0
McKinney Sam,Roy Pier-Olivier,UQTR Patriotes,305.0
McKinney Sam,Rupoli Joseph,Toronto Metropolitan Bold,715.0
McKinney Sam,Sanders Jack,Western Mustangs,383.0
McKinney Sam,Sandhu Chase,York Lions,425.0
McKinney Sam,Santerre Jacob,Western Mustangs,132.0
McKinney Sam,Savard Tyler,Toronto Metropolitan Bold,68.0
McKinney Sam,Savoie Charles,Concordia Stingers,219.0
McKinney Sam,Saye Owen,Western Mustangs,517.0
McKinney Sam,Schives Dylan,Windsor Lancers,1204.0
McKinney Sam,Seed Nolan,Carleton Ravens,325.0
McKinney Sam,Seguin Marc-Antoine,Ottawa Gee-Gees,187.0
McKinney Sam,Senken Connor,York Lions,421.0
McKinney Sam,Serensits Emmett,Toronto Varsity Blues,588.0
McKinney Sam,Serviss Liam,RMC Paladins,361.0
McKinney Sam,Shaw Aaron,Windsor Lancers,1768.0
McKinney Sam,Sherk Lawson,Western Mustangs,590.0
McKinney Sam,Shugrue Spencer,Toronto Metropolitan Bold,481.0
McKinney Sam,Sims Ethan,Brock Badgers,261.0
McKinney Sam,Smith Ryan,RMC Paladins,265.0
McKinney Sam,Smith Zack,Toronto Varsity Blues,467.0
McKinney Sam,Sooklal Isaac,Wilfrid Laurier Golden Hawks,1345.0
McKinney Sam,Soucy Ludovic,UQTR Patriotes,328.0
McKinney Sam,Sova Nick,Windsor Lancers,123.0
McKinney Sam,Sproviero Franco,Western Mustangs,298.0
McKinney Sam,Stepien Ryan,Brock Badgers,674.0
McKinney Sam,Stevens Christian,Toronto Varsity Blues,114.0
McKinney Sam,Stewart Zander,Brock Badgers,131.0
McKinney Sam,Stock Jordan,Brock Badgers,473.0
McKinney Sam,Stothers Kai,Wilfrid Laurier Golden Hawks,688.0
McKinney Sam,Stratis Peter,Ottawa Gee-Gees,357.0
McKinney Sam,Strickland Luke,Nipissing Lakers,720.0
McKinney Sam,Strik Ethan,York Lions,353.0
McKinney Sam,Strilets Matthew,Ottawa Gee-Gees,80.0
McKinney Sam,Stringer Zack,Brock Badgers,336.0
McKinney Sam,Suriyuth Andrew,Ontario Tech Ridgebacks,344.0
McKinney Sam,Sutherland Bryce,Wilfrid Laurier Golden Hawks,1079.0
McKinney Sam,Suzuki Madoka,Carleton Ravens,177.0
McKinney Sam,Svenson Justin,Ontario Tech Ridgebacks,339.0
McKinney Sam,Tanner Liam,Queen's Gaels,266.0
McKinney Sam,Teasdale Tyler,Western Mustangs,227.0
McKinney Sam,Terry Zack,Toronto Varsity Blues,576.0
McKinney Sam,Theriault Lucas,York Lions,358.0
McKinney Sam,Thiessen Rylan,Brock Badgers,962.0
McKinney Sam,Thompson Ryan,Brock Badgers,487.0
McKinney Sam,Todd Jarrett,RMC Paladins,354.0
McKinney Sam,Toews Ty,Windsor Lancers,839.0
McKinney Sam,Tolnai Cameron,Queen's Gaels,274.0
McKinney Sam,Tomasini Tyson,Nipissing Lakers,515.0
McKinney Sam,Toms Connor,Carleton Ravens,201.0
McKinney Sam,Torchia Nathan,Windsor Lancers,364.0
McKinney Sam,Turcotte Anthony,UQTR Patriotes,196.0
McKinney Sam,Turgeon Zachaеl,UQTR Patriotes,85.0
McKinney Sam,Tymkin Cole,Brock Badgers,247.0
McKinney Sam,Ulicny Johnny,Windsor Lancers,933.0
McKinney Sam,Urbisci Alex,Carleton Ravens,216.0
McKinney Sam,Van Impe Eric,Western Mustangs,620.0
McKinney Sam,Van Unen Joshua,Lakehead Thunderwolves,642.0
McKinney Sam,Vander Voet Julian,Guelph Gryphons,497.0
McKinney Sam,Vescio Payton,Nipissing Lakers,1039.0
McKinney Sam,Virtue Braeden,Carleton Ravens,152.0
McKinney Sam,Vom Scheidt Noah,Nipissing Lakers,508.0
McKinney Sam,Vreugdenhill Jacob,York Lions,272.0
McKinney Sam,Walker Brandon,York Lions,497.0
McKinney Sam,Wawrow Drew,Western Mustangs,644.0
McKinney Sam,Way Cooper,Toronto Varsity Blues,271.0
McKinney Sam,Wells Dylan,RMC Paladins,516.0
McKinney Sam,Welton Dell,RMC Paladins,349.0
McKinney Sam,White James,Ontario Tech Ridgebacks,380.0
McKinney Sam,Whittaker Liam,Lakehead Thunderwolves,834.0
McKinney Sam,Whittaker Richard,Lakehead Thunderwolves,481.0
McKinney Sam,Wightman Dylan,Toronto Varsity Blues,417.0
McKinney Sam,Williamson Sam,Wilfrid Laurier Golden Hawks,682.0
McKinney Sam,Willits Brett,Western Mustangs,493.0
McKinney Sam,Willits Sam,Western Mustangs,242.0
McKinney Sam,Wilson Griffin,Guelph Gryphons,423.0
McKinney Sam,Winterton Jacob,Guelph Gryphons,531.0
McKinney Sam,Wisener Matt,Ontario Tech Ridgebacks,358.0
McKinney Sam,Wong Nicholas,Toronto Varsity Blues,484.0
McKinney Sam,Woodhouse Benjamin,Toronto Varsity Blues,385.0
