player,opponent,opponent_team,duration
Fishman Jesse,Whittaker Richard,Lakehead Thunderwolves,478.0
Fishman Jesse,Wightman Dylan,Toronto Varsity Blues,308.0
Fishman Jesse,Williamson Sam,Wilfrid Laurier Golden Hawks,530.0
Fishman Jesse,Willits Brett,Western Mustangs,669.0
Fishman Jesse,Willits Sam,Western Mustangs,326.0
Fishman Jesse,Wilson Griffin,Guelph Gryphons,305.0
Fishman Jesse,Winterton Jacob,Guelph Gryphons,441.0
Fishman Jesse,Wisener Matt,Ontario Tech Ridgebacks,243.0
Fishman Jesse,Wong Nicholas,Toronto Varsity Blues,168.0
Fishman Jesse,Woodhouse Benjamin,Toronto Varsity Blues,251.0
Fishman Jesse,Yearwood Nick,Western Mustangs,216.0
Fishman Jesse,York Jack,Western Mustangs,492.0
Fishman Jesse,Zlomislic Ante,Queen's Gaels,203.0
Fraser Cole,Agostino Daniel,Concordia Stingers,193.0
Fraser Cole,Aiello Christiano,Western Mustangs,517.0
Fraser Cole,Allan Blake,Carleton Ravens,35.0
Fraser Cole,Allard Felix,Concordia Stingers,137.0
Fraser Cole,Allensen Nathan,Guelph Gryphons,535.0
Fraser Cole,Allepot Anthony,Western Mustangs,93.0
Fraser Cole,Amanatidis Peter,Carleton Ravens,94.0
Fraser Cole,Amousse Andrew,Brock Badgers,365.0
Fraser Cole,Anctil Julien,Concordia Stingers,279.0
Fraser Cole,Anderson Brenden,Wilfrid Laurier Golden Hawks,313.0
Fraser Cole,Anderson Josh,Nipissing Lakers,617.0
Fraser Cole,Athanasakos Nicholas,Toronto Varsity Blues,307.0
Fraser Cole,Awashish Mikisiw,McGill Redbirds,180.0
Fraser Cole,Badalamenti Benjamin,Lakehead Thunderwolves,361.0
Fraser Cole,Barnes Matthew,Toronto Metropolitan Bold,329.0
Fraser Cole,Beamin Cole,York Lions,246.0
Fraser Cole,Bedard Felix,Carleton Ravens,139.0
Fraser Cole,Belchamber Andrew,Ottawa Gee-Gees,246.0
Fraser Cole,Belton Reese,Carleton Ravens,260.0
Fraser Cole,Belzile Thomas,McGill Redbirds,156.0
Fraser Cole,Benwell Evan,Wilfrid Laurier Golden Hawks,564.0
Fraser Cole,Bernier Gabriel,Ontario Tech Ridgebacks,429.0
Fraser Cole,Bettens Nolan,Wilfrid Laurier Golden Hawks,218.0
Fraser Cole,Bignell Luke,Guelph Gryphons,422.0
Fraser Cole,Biondi Giordano,Guelph Gryphons,596.0
Fraser Cole,Blackwell Spencer,Lakehead Thunderwolves,493.0
Fraser Cole,Blake Bradley,RMC Paladins,155.0
Fraser Cole,Blanchard Alexandre,McGill Redbirds,80.0
Fraser Cole,Bolton Wade,RMC Paladins,308.0
Fraser Cole,Bonefon Alexis,Ottawa Gee-Gees,195.0
Fraser Cole,Boria Jonah,Brock Badgers,562.0
Fraser Cole,Bouchard Xavier,McGill Redbirds,261.0
Fraser Cole,Boucher Jacob,Windsor Lancers,387.0
Fraser Cole,Bowie Connor,Toronto Metropolitan Bold,654.0
Fraser Cole,Brand Evan,Toronto Metropolitan Bold,564.0
Fraser Cole,Brazier Hunter,Guelph Gryphons,190.0
Fraser Cole,Brown Hunter,York Lions,221.0
Fraser Cole,Brown Patrick,Wilfrid Laurier Golden Hawks,356.0
Fraser Cole,Bruder Andrew,Western Mustangs,437.0
Fraser Cole,Bryant Kaden,Ottawa Gee-Gees,153.0
Fraser Cole,Bulitka Shane,Western Mustangs,134.0
Fraser Cole,Caines Harrison,Nipissing Lakers,646.0
Fraser Cole,Campbell David,Nipissing Lakers,44.0
Fraser Cole,Campbell Isiah,Concordia Stingers,144.0
Fraser Cole,Campbell Nikolas,Lakehead Thunderwolves,299.0
Fraser Cole,Cap Dharan,Queen's Gaels,104.0
Fraser Cole,Casper Ethan,Guelph Gryphons,488.0
Fraser Cole,Castleman Oliver,Carleton Ravens,122.0
Fraser Cole,Chard Lucas,Wilfrid Laurier Golden Hawks,101.0
Fraser Cole,Charron Edouard,Concordia Stingers,126.0
Fraser Cole,Chenier Bradley,Ottawa Gee-Gees,186.0
Fraser Cole,Chiarot Aaron,Windsor Lancers,600.0
Fraser Cole,Chisholm Callum,Wilfrid Laurier Golden Hawks,537.0
Fraser Cole,Clarke Sean,Toronto Varsity Blues,369.0
Fraser Cole,Clavelle Brendon,Ottawa Gee-Gees,141.0
Fraser Cole,Cloutier Mathis,UQTR Patriotes,82.0
Fraser Cole,Collins William,Carleton Ravens,25.0
Fraser Cole,Collora Salvatore,Windsor Lancers,292.0
Fraser Cole,Coltart Bruce,RMC Paladins,174.0
Fraser Cole,Condotta Jaden,Toronto Metropolitan Bold,568.0
Fraser Cole,Cook A.J.,Brock Badgers,406.0
Fraser Cole,Cook Jack,Lakehead Thunderwolves,496.0
Fraser Cole,Cooper Mark,Toronto Varsity Blues,600.0
Fraser Cole,Cote Christophe,Brock Badgers,248.0
Fraser Cole,Cournoyer Alexis,Brock Badgers,429.0
Fraser Cole,Cournoyer Edouard,UQTR Patriotes,253.0
Fraser Cole,Cousins Kolton,Queen's Gaels,48.0
Fraser Cole,Crane Trentyn,Lakehead Thunderwolves,369.0
Fraser Cole,Cunningham Alexander,Windsor Lancers,165.0
Fraser Cole,D'Intino Jordan,Toronto Metropolitan Bold,155.0
Fraser Cole,Daley Caiden,McGill Redbirds,161.0
Fraser Cole,Danilson Noah,Western Mustangs,306.0
Fraser Cole,Dann Nolan,Guelph Gryphons,350.0
Fraser Cole,Darcy Thomas,Guelph Gryphons,608.0
Fraser Cole,Davis Nathaniel,Toronto Varsity Blues,531.0
Fraser Cole,Davis Tyler,Wilfrid Laurier Golden Hawks,509.0
Fraser Cole,DeGrazia Nicholas,Lakehead Thunderwolves,373.0
Fraser Cole,DeGurse Nolan,Guelph Gryphons,437.0
Fraser Cole,DeJong Tristan,Guelph Gryphons,409.0
Fraser Cole,Denault Chad,Nipissing Lakers,241.0
Fraser Cole,Desgagnes Mathieu,Ottawa Gee-Gees,238.0
Fraser Cole,Desrochers Antoine,Ontario Tech Ridgebacks,457.0
Fraser Cole,Dickerson Graham,Toronto Varsity Blues,483.0
Fraser Cole,Dimovski Aleks,Toronto Metropolitan Bold,431.0
Fraser Cole,Dirven Benjamin,Toronto Varsity Blues,185.0
Fraser Cole,Dobrich Stefan,Windsor Lancers,915.0
Fraser Cole,Doherty Jackson,Toronto Metropolitan Bold,462.0
Fraser Cole,Doyle Ethan,Guelph Gryphons,217.0
Fraser Cole,Drover Alex,Ontario Tech Ridgebacks,103.0
Fraser Cole,Duarte Matthew,Brock Badgers,340.0
Fraser Cole,Duff Jack,Queen's Gaels,276.0
Fraser Cole,Dufort Ludovic,Ontario Tech Ridgebacks,148.0
Fraser Cole,Duhamel Jeremy,Nipissing Lakers,21.0
Fraser Cole,Dumont Charles-Antoine,McGill Redbirds,187.0
Fraser Cole,Dumoulin William,UQTR Patriotes,242.0
Fraser Cole,Dutil Elliot,Ottawa Gee-Gees,10.0
Fraser Cole,Ennis William,Windsor Lancers,1418.0
Fraser Cole,Farmer Charles,Nipissing Lakers,725.0
Fraser Cole,Fasciano Luca,Lakehead Thunderwolves,645.0
Fraser Cole,Faust Cayden,Windsor Lancers,954.0
Fraser Cole,Ferguson Ian,Guelph Gryphons,422.0
Fraser Cole,Ford Nolan,Ontario Tech Ridgebacks,368.0
Fraser Cole,Foreman Kyle,Nipissing Lakers,718.0
Fraser Cole,Forster Nolan,Guelph Gryphons,221.0
Fraser Cole,Fournier Alex,Carleton Ravens,20.0
Fraser Cole,Fowler Hayden,Queen's Gaels,306.0
Fraser Cole,Fox Nathan,RMC Paladins,123.0
Fraser Cole,Frattaroli Brandon,McGill Redbirds,140.0
Fraser Cole,Fredette Vincent,Concordia Stingers,137.0
Fraser Cole,Frenette Conor,UQTR Patriotes,93.0
Fraser Cole,Gagnon Alexandre,McGill Redbirds,60.0
Fraser Cole,Gagnon Mathieu,McGill Redbirds,60.0
Fraser Cole,Gallant William,RMC Paladins,125.0
Fraser Cole,Gallant Zach,McGill Redbirds,194.0
Fraser Cole,Gannon Riley,Brock Badgers,426.0
Fraser Cole,Gaudio Alexander,Concordia Stingers,82.0
Fraser Cole,Gauthier Kaylen,UQTR Patriotes,257.0
Fraser Cole,Gauthier Mathis,McGill Redbirds,133.0
Fraser Cole,Gauthier Mavrick,UQTR Patriotes,164.0
Fraser Cole,Gauvreau Cameron,Ottawa Gee-Gees,130.0
Fraser Cole,Gaylor Cameron,Brock Badgers,150.0
Fraser Cole,Gerrie Keighan,Lakehead Thunderwolves,439.0
Fraser Cole,Gervais Julien,Guelph Gryphons,532.0
Fraser Cole,Gilhula Owen,York Lions,183.0
Fraser Cole,Girouard Nicholas,Concordia Stingers,263.0
Fraser Cole,Giroux Zacharie,Ottawa Gee-Gees,251.0
Fraser Cole,Gravel Zachary,UQTR Patriotes,140.0
Fraser Cole,Gravelle Jake,Western Mustangs,721.0
Fraser Cole,Greenway Tyson,Brock Badgers,261.0
Fraser Cole,Griffioen Max,Nipissing Lakers,254.0
Fraser Cole,Grigoryev Daniil,Toronto Metropolitan Bold,393.0
Fraser Cole,Gursoy Kevin,Toronto Metropolitan Bold,416.0
Fraser Cole,Hamilton Derek,Queen's Gaels,140.0
Fraser Cole,Hamlin Ray,Windsor Lancers,931.0
Fraser Cole,Havlena Kyle,Concordia Stingers,358.0
Fraser Cole,Hebert Mathieu,RMC Paladins,380.0
Fraser Cole,Hensrud Travis,Windsor Lancers,1219.0
Fraser Cole,Hinz Brady,Windsor Lancers,602.0
Fraser Cole,Hoffrogge Jacob,Brock Badgers,482.0
Fraser Cole,Holm Logan,York Lions,246.0
Fraser Cole,Holtrop Joel,RMC Paladins,208.0
Fraser Cole,Howie Johnny,Ottawa Gee-Gees,1.0
Fraser Cole,Huard Stephane JR,McGill Redbirds,220.0
Fraser Cole,Huchette Mikael,Concordia Stingers,264.0
Fraser Cole,Hudon Dylan,Guelph Gryphons,327.0
Fraser Cole,Hunt Andrew,Carleton Ravens,155.0
Fraser Cole,Hunt Tyler,Wilfrid Laurier Golden Hawks,502.0
Fraser Cole,Huston Sam,Brock Badgers,299.0
Fraser Cole,Hutcheson Nolan,Queen's Gaels,306.0
Fraser Cole,Hutton Dustin,Ontario Tech Ridgebacks,383.0
Fraser Cole,Ianniello Joseph,Toronto Metropolitan Bold,401.0
Fraser Cole,Inniss Christopher,Concordia Stingers,358.0
Fraser Cole,Izyk Alex,Lakehead Thunderwolves,530.0
Fraser Cole,Jakovljevic Marko,Ontario Tech Ridgebacks,330.0
Fraser Cole,Jenkins Frank Thomas,Nipissing Lakers,620.0
Fraser Cole,Jesus David,Windsor Lancers,1680.0
Fraser Cole,Johnson Charlie,Nipissing Lakers,713.0
Fraser Cole,Johnston Alex,Carleton Ravens,127.0
Fraser Cole,K-Fournier Nick,Ottawa Gee-Gees,166.0
Fraser Cole,Kaddoura Majid,Carleton Ravens,329.0
Fraser Cole,Katzalay Holden,Queen's Gaels,135.0
Fraser Cole,Kavanagh Josh,Wilfrid Laurier Golden Hawks,455.0
Fraser Cole,Kilbourne Bryce,Wilfrid Laurier Golden Hawks,789.0
Fraser Cole,Kinash Matthew,Toronto Metropolitan Bold,279.0
Fraser Cole,King Jacob,Toronto Varsity Blues,337.0
Fraser Cole,Koran Braiden,Ontario Tech Ridgebacks,293.0
Fraser Cole,LaFrance David,Ottawa Gee-Gees,290.0
Fraser Cole,Lacombe Chase,Nipissing Lakers,535.0
Fraser Cole,Lacombe Thomas,York Lions,345.0
Fraser Cole,Lafrance Felix,UQTR Patriotes,180.0
Fraser Cole,Lalonde Owen,Queen's Gaels,248.0
Fraser Cole,Lamothe Olivier,York Lions,195.0
Fraser Cole,Larkin Patrick,McGill Redbirds,170.0
Fraser Cole,Larmand Ethan,Queen's Gaels,120.0
Fraser Cole,Larochelle Charles-Thomas,Queen's Gaels,104.0
Fraser Cole,Larochelle Sean,Concordia Stingers,281.0
Fraser Cole,Larose Felix,UQTR Patriotes,79.0
Fraser Cole,Larsen Wil,Nipissing Lakers,507.0
Fraser Cole,Lavoie Nathan,Concordia Stingers,266.0
Fraser Cole,LeBlanc Dominic,Nipissing Lakers,193.0
Fraser Cole,LeBlanc Josh,Western Mustangs,152.0
Fraser Cole,Leduc Devin,RMC Paladins,182.0
Fraser Cole,Lemieux Ian,Queen's Gaels,204.0
Fraser Cole,Lenart Thomas,Wilfrid Laurier Golden Hawks,608.0
Fraser Cole,Leonard Kyle,Ontario Tech Ridgebacks,388.0
Fraser Cole,Lewis Braeden,Brock Badgers,118.0
Fraser Cole,Lieffers Elias,Nipissing Lakers,419.0
Fraser Cole,Linklater Logan,Windsor Lancers,1149.0
Fraser Cole,Longo Trevor,Queen's Gaels,213.0
Fraser Cole,Luik Owen,Toronto Varsity Blues,327.0
Fraser Cole,Mabey David,York Lions,356.0
Fraser Cole,MacIntosh Aiden,York Lions,155.0
Fraser Cole,MacNeil Owen,Western Mustangs,284.0
Fraser Cole,Mack Joseph,Lakehead Thunderwolves,423.0
Fraser Cole,Mahar Nick,Nipissing Lakers,213.0
Fraser Cole,Maisonneuve Vincent,Ottawa Gee-Gees,221.0
Fraser Cole,Malboeuf Tristan,Wilfrid Laurier Golden Hawks,129.0
Fraser Cole,Martin Ian,Toronto Metropolitan Bold,305.0
Fraser Cole,Martin Jeremy,UQTR Patriotes,198.0
Fraser Cole,Massie Dylan,Lakehead Thunderwolves,340.0
Fraser Cole,Massie Noah,Lakehead Thunderwolves,666.0
Fraser Cole,Matulu Noah,RMC Paladins,177.0
Fraser Cole,Mayea Devyn,Nipissing Lakers,767.0
Fraser Cole,Mayotte James,Carleton Ravens,122.0
Fraser Cole,Mburanumwe Igor,McGill Redbirds,234.0
Fraser Cole,McAndrews Bryan,York Lions,212.0
Fraser Cole,McCarry Nick,Carleton Ravens,297.0
Fraser Cole,McCartney Brandon,York Lions,48.0
Fraser Cole,McFarland Ethan,Toronto Varsity Blues,221.0
Fraser Cole,McLean Cullen,Ontario Tech Ridgebacks,410.0
Fraser Cole,McLeod Brock,York Lions,352.0
Fraser Cole,McMaster Anson,Ottawa Gee-Gees,107.0
Fraser Cole,McMullen Keegan,Windsor Lancers,1204.0
Fraser Cole,McNamara Matt,Windsor Lancers,1197.0
Fraser Cole,McNaughton Brock,RMC Paladins,222.0
Fraser Cole,Melancon Max-Antoine,Wilfrid Laurier Golden Hawks,330.0
Fraser Cole,Melikov Vyacheslav,Toronto Metropolitan Bold,269.0
Fraser Cole,Michaud Daniel,Queen's Gaels,118.0
Fraser Cole,Michaud Jeremy,Ontario Tech Ridgebacks,347.0
Fraser Cole,Milot-Ouellet Vincent,UQTR Patriotes,250.0
Fraser Cole,Morin Alexis,McGill Redbirds,100.0
Fraser Cole,Morneau Giovanni,Carleton Ravens,290.0
Fraser Cole,Moskal Billy,Toronto Varsity Blues,365.0
Fraser Cole,Mufarreh Dominic,Windsor Lancers,175.0
Fraser Cole,Mulholland Ryan,Wilfrid Laurier Golden Hawks,100.0
Fraser Cole,Mullen Kirk,Windsor Lancers,817.0
Fraser Cole,Munroe-Boucher Anthony,UQTR Patriotes,180.0
Fraser Cole,Murphy Wil,Lakehead Thunderwolves,450.0
Fraser Cole,Nadeau Alexandre,Concordia Stingers,183.0
Fraser Cole,Nardone Vincent,Concordia Stingers,104.0
Fraser Cole,O'Brien Fischer,RMC Paladins,294.0
Fraser Cole,O'Donnell Justin,Wilfrid Laurier Golden Hawks,302.0
Fraser Cole,Oakley Keaton,York Lions,226.0
Fraser Cole,Paquin Mathieu,Wilfrid Laurier Golden Hawks,43.0
Fraser Cole,Park Alexander,Ontario Tech Ridgebacks,299.0
Fraser Cole,Pascoal Isaac,RMC Paladins,253.0
Fraser Cole,Paul Justin,Lakehead Thunderwolves,307.0
Fraser Cole,Pellerin Maxime,McGill Redbirds,110.0
Fraser Cole,Penman Duncan,Guelph Gryphons,402.0
Fraser Cole,Petrie Caleb,Wilfrid Laurier Golden Hawks,397.0
Fraser Cole,Pimm Devin,RMC Paladins,292.0
Fraser Cole,Playfair Christopher,Toronto Metropolitan Bold,346.0
Fraser Cole,Portokalis William,Toronto Metropolitan Bold,315.0
Fraser Cole,Pouliot Olivier,Lakehead Thunderwolves,533.0
Fraser Cole,Power Zach,Western Mustangs,195.0
Fraser Cole,Preuter Aidan,Western Mustangs,396.0
Fraser Cole,Proulx Gabriel,Concordia Stingers,275.0
Fraser Cole,Prowse Mitchell,McGill Redbirds,264.0
Fraser Cole,Pryce Ryan,Wilfrid Laurier Golden Hawks,282.0
Fraser Cole,Raad Jaden,Toronto Metropolitan Bold,207.0
Fraser Cole,Rafanomezantsoa Lois,UQTR Patriotes,346.0
Fraser Cole,Recine Julian,Toronto Varsity Blues,608.0
Fraser Cole,Reeves Aiden,Toronto Varsity Blues,193.0
Fraser Cole,Reimer Eli,Wilfrid Laurier Golden Hawks,706.0
Fraser Cole,Reimer Jadon,Wilfrid Laurier Golden Hawks,593.0
Fraser Cole,Renwick Michael,Queen's Gaels,171.0
Fraser Cole,Resar Sebastian,Toronto Varsity Blues,254.0
Fraser Cole,Rhodes Sam,Wilfrid Laurier Golden Hawks,699.0
Fraser Cole,Ribau Nathan,Queen's Gaels,156.0
Fraser Cole,Richardson Blake,Concordia Stingers,165.0
Fraser Cole,Robinson Owen,Toronto Varsity Blues,405.0
Fraser Cole,Robinson William,Ontario Tech Ridgebacks,134.0
Fraser Cole,Rogers Holden,Brock Badgers,475.0
Fraser Cole,Rondeau Christophe,UQTR Patriotes,216.0
Fraser Cole,Roode Benjamin,Ontario Tech Ridgebacks,379.0
Fraser Cole,Ross Liam,Toronto Metropolitan Bold,598.0
Fraser Cole,Rouleau William,McGill Redbirds,110.0
Fraser Cole,Roy Charles-Antoine,Ottawa Gee-Gees,140.0
Fraser Cole,Roy Pier-Olivier,UQTR Patriotes,174.0
Fraser Cole,Rupoli Joseph,Toronto Metropolitan Bold,341.0
Fraser Cole,Sanders Jack,Western Mustangs,456.0
Fraser Cole,Sandhu Chase,York Lions,351.0
Fraser Cole,Santerre Jacob,Western Mustangs,236.0
Fraser Cole,Savard Tyler,Toronto Metropolitan Bold,121.0
Fraser Cole,Savoie Charles,Concordia Stingers,221.0
Fraser Cole,Saye Owen,Western Mustangs,196.0
Fraser Cole,Schives Dylan,Windsor Lancers,1249.0
Fraser Cole,Seed Nolan,Carleton Ravens,245.0
Fraser Cole,Seguin Marc-Antoine,Ottawa Gee-Gees,203.0
Fraser Cole,Senken Connor,York Lions,316.0
Fraser Cole,Serensits Emmett,Toronto Varsity Blues,611.0
Fraser Cole,Serviss Liam,RMC Paladins,207.0
Fraser Cole,Shaw Aaron,Windsor Lancers,1169.0
Fraser Cole,Sherk Lawson,Western Mustangs,459.0
Fraser Cole,Shugrue Spencer,Toronto Metropolitan Bold,317.0
Fraser Cole,Sims Ethan,Brock Badgers,345.0
Fraser Cole,Smith Ryan,RMC Paladins,148.0
Fraser Cole,Smith Zack,Toronto Varsity Blues,435.0
Fraser Cole,Sooklal Isaac,Wilfrid Laurier Golden Hawks,796.0
Fraser Cole,Soucy Ludovic,UQTR Patriotes,327.0
Fraser Cole,Sova Nick,Windsor Lancers,30.0
Fraser Cole,Sproviero Franco,Western Mustangs,481.0
Fraser Cole,Stepien Ryan,Brock Badgers,471.0
Fraser Cole,Stevens Christian,Toronto Varsity Blues,134.0
Fraser Cole,Stewart Zander,Brock Badgers,198.0
Fraser Cole,Stock Jordan,Brock Badgers,589.0
Fraser Cole,Stothers Kai,Wilfrid Laurier Golden Hawks,857.0
Fraser Cole,Stratis Peter,Ottawa Gee-Gees,331.0
Fraser Cole,Strickland Luke,Nipissing Lakers,500.0
Fraser Cole,Strik Ethan,York Lions,59.0
Fraser Cole,Strilets Matthew,Ottawa Gee-Gees,1.0
Fraser Cole,Stringer Zack,Brock Badgers,123.0
Fraser Cole,Suriyuth Andrew,Ontario Tech Ridgebacks,273.0
Fraser Cole,Sutherland Bryce,Wilfrid Laurier Golden Hawks,870.0
Fraser Cole,Suzuki Madoka,Carleton Ravens,8.0
Fraser Cole,Svenson Justin,Ontario Tech Ridgebacks,177.0
Fraser Cole,Tanner Liam,Queen's Gaels,135.0
Fraser Cole,Teasdale Tyler,Western Mustangs,141.0
Fraser Cole,Terry Zack,Toronto Varsity Blues,473.0
Fraser Cole,Theriault Lucas,York Lions,48.0
Fraser Cole,Thiessen Rylan,Brock Badgers,554.0
Fraser Cole,Thompson Ryan,Brock Badgers,429.0
Fraser Cole,Todd Jarrett,RMC Paladins,241.0
Fraser Cole,Toews Ty,Windsor Lancers,509.0
Fraser Cole,Tolnai Cameron,Queen's Gaels,302.0
Fraser Cole,Tomasini Tyson,Nipissing Lakers,278.0
Fraser Cole,Toms Connor,Carleton Ravens,215.0
Fraser Cole,Torchia Nathan,Windsor Lancers,241.0
Fraser Cole,Turcotte Anthony,UQTR Patriotes,138.0
Fraser Cole,Tymkin Cole,Brock Badgers,80.0
Fraser Cole,Ulicny Johnny,Windsor Lancers,1022.0
Fraser Cole,Urbisci Alex,Carleton Ravens,118.0
Fraser Cole,Van Impe Eric,Western Mustangs,785.0
Fraser Cole,Van Unen Joshua,Lakehead Thunderwolves,438.0
Fraser Cole,Vander Voet Julian,Guelph Gryphons,178.0
Fraser Cole,Vescio Payton,Nipissing Lakers,676.0
Fraser Cole,Virtue Braeden,Carleton Ravens,61.0
Fraser Cole,Vom Scheidt Noah,Nipissing Lakers,643.0
Fraser Cole,Vreugdenhill Jacob,York Lions,139.0
Fraser Cole,Walker Brandon,York Lions,172.0
Fraser Cole,Wawrow Drew,Western Mustangs,216.0
Fraser Cole,Way Cooper,Toronto Varsity Blues,104.0
Fraser Cole,Wells Dylan,RMC Paladins,160.0
Fraser Cole,Welton Dell,RMC Paladins,218.0
Fraser Cole,White James,Ontario Tech Ridgebacks,258.0
Fraser Cole,Whittaker Liam,Lakehead Thunderwolves,452.0
Fraser Cole,Whittaker Richard,Lakehead Thunderwolves,397.0
Fraser Cole,Wightman Dylan,Toronto Varsity Blues,420.0
Fraser Cole,Williamson Sam,Wilfrid Laurier Golden Hawks,442.0
Fraser Cole,Willits Brett,Western Mustangs,194.0
Fraser Cole,Willits Sam,Western Mustangs,59.0
Fraser Cole,Wilson Griffin,Guelph Gryphons,561.0
Fraser Cole,Winterton Jacob,Guelph Gryphons,231.0
Fraser Cole,Wisener Matt,Ontario Tech Ridgebacks,380.0
Fraser Cole,Wong Nicholas,Toronto Varsity Blues,487.0
Fraser Cole,Woodhouse Benjamin,Toronto Varsity Blues,426.0
Fraser Cole,Yan Eddie,Toronto Varsity Blues,136.0
Fraser Cole,Yearwood Nick,Western Mustangs,36.0
Fraser Cole,York Jack,Western Mustangs,430.0
Fraser Cole,Zlomislic Ante,Queen's Gaels,84.0
Goldie Jaden,Aiello Christiano,Western Mustangs,346.0
Goldie Jaden,Allan Blake,Carleton Ravens,62.0
Goldie Jaden,Allensen Nathan,Guelph Gryphons,367.0
Goldie Jaden,Allepot Anthony,Western Mustangs,228.0
Goldie Jaden,Amanatidis Peter,Carleton Ravens,63.0
Goldie Jaden,Amousse Andrew,Brock Badgers,498.0
Goldie Jaden,Anderson Brenden,Wilfrid Laurier Golden Hawks,94.0
Goldie Jaden,Anderson Josh,Nipissing Lakers,224.0
Goldie Jaden,Athanasakos Nicholas,Toronto Varsity Blues,286.0
Goldie Jaden,Awashish Mikisiw,McGill Redbirds,197.0
Goldie Jaden,Badalamenti Benjamin,Lakehead Thunderwolves,359.0
Goldie Jaden,Barnes Matthew,Toronto Metropolitan Bold,189.0
Goldie Jaden,Beamin Cole,York Lions,319.0
Goldie Jaden,Bedard Felix,Carleton Ravens,100.0
Goldie Jaden,Belchamber Andrew,Ottawa Gee-Gees,223.0
Goldie Jaden,Belton Reese,Carleton Ravens,225.0
Goldie Jaden,Belzile Thomas,McGill Redbirds,71.0
Goldie Jaden,Benwell Evan,Wilfrid Laurier Golden Hawks,539.0
Goldie Jaden,Bernier Gabriel,Ontario Tech Ridgebacks,156.0
Goldie Jaden,Bettens Nolan,Wilfrid Laurier Golden Hawks,276.0
Goldie Jaden,Bignell Luke,Guelph Gryphons,866.0
Goldie Jaden,Biondi Giordano,Guelph Gryphons,140.0
Goldie Jaden,Blackwell Spencer,Lakehead Thunderwolves,436.0
Goldie Jaden,Blake Bradley,RMC Paladins,117.0
Goldie Jaden,Blanchard Alexandre,McGill Redbirds,112.0
Goldie Jaden,Bolton Wade,RMC Paladins,276.0
Goldie Jaden,Bonefon Alexis,Ottawa Gee-Gees,167.0
Goldie Jaden,Boria Jonah,Brock Badgers,402.0
Goldie Jaden,Bouchard Xavier,McGill Redbirds,273.0
Goldie Jaden,Boucher Jacob,Windsor Lancers,399.0
Goldie Jaden,Bowie Connor,Toronto Metropolitan Bold,678.0
Goldie Jaden,Brand Evan,Toronto Metropolitan Bold,334.0
Goldie Jaden,Brazier Hunter,Guelph Gryphons,227.0
Goldie Jaden,Brown Hunter,York Lions,112.0
Goldie Jaden,Brown Patrick,Wilfrid Laurier Golden Hawks,645.0
Goldie Jaden,Bruder Andrew,Western Mustangs,360.0
Goldie Jaden,Bryant Kaden,Ottawa Gee-Gees,185.0
Goldie Jaden,Bulitka Shane,Western Mustangs,121.0
Goldie Jaden,Caines Harrison,Nipissing Lakers,322.0
Goldie Jaden,Campbell David,Nipissing Lakers,306.0
Goldie Jaden,Campbell Nikolas,Lakehead Thunderwolves,215.0
Goldie Jaden,Cap Dharan,Queen's Gaels,76.0
Goldie Jaden,Casper Ethan,Guelph Gryphons,457.0
Goldie Jaden,Castleman Oliver,Carleton Ravens,79.0
Goldie Jaden,Chard Lucas,Wilfrid Laurier Golden Hawks,232.0
Goldie Jaden,Chenier Bradley,Ottawa Gee-Gees,103.0
Goldie Jaden,Chiarot Aaron,Windsor Lancers,672.0
Goldie Jaden,Chisholm Callum,Wilfrid Laurier Golden Hawks,419.0
Goldie Jaden,Clarke Sean,Toronto Varsity Blues,102.0
Goldie Jaden,Clavelle Brendon,Ottawa Gee-Gees,198.0
Goldie Jaden,Cloutier Mathis,UQTR Patriotes,194.0
Goldie Jaden,Collins William,Carleton Ravens,280.0
Goldie Jaden,Collora Salvatore,Windsor Lancers,407.0
Goldie Jaden,Coltart Bruce,RMC Paladins,256.0
Goldie Jaden,Condotta Jaden,Toronto Metropolitan Bold,858.0
Goldie Jaden,Cook A.J.,Brock Badgers,528.0
Goldie Jaden,Cook Jack,Lakehead Thunderwolves,311.0
Goldie Jaden,Cooper Mark,Toronto Varsity Blues,525.0
Goldie Jaden,Cote Christophe,Brock Badgers,181.0
Goldie Jaden,Cournoyer Alexis,Brock Badgers,477.0
Goldie Jaden,Cournoyer Edouard,UQTR Patriotes,169.0
Goldie Jaden,Cousins Kolton,Queen's Gaels,130.0
Goldie Jaden,Crane Trentyn,Lakehead Thunderwolves,335.0
Goldie Jaden,Cunningham Alexander,Windsor Lancers,269.0
Goldie Jaden,D'Intino Jordan,Toronto Metropolitan Bold,564.0
Goldie Jaden,Daley Caiden,McGill Redbirds,185.0
Goldie Jaden,Danilson Noah,Western Mustangs,182.0
Goldie Jaden,Dann Nolan,Guelph Gryphons,868.0
Goldie Jaden,Darcy Thomas,Guelph Gryphons,377.0
Goldie Jaden,Davis Nathaniel,Toronto Varsity Blues,394.0
Goldie Jaden,Davis Tyler,Wilfrid Laurier Golden Hawks,782.0
Goldie Jaden,DeGrazia Nicholas,Lakehead Thunderwolves,469.0
Goldie Jaden,DeGurse Nolan,Guelph Gryphons,833.0
Goldie Jaden,DeJong Tristan,Guelph Gryphons,766.0
Goldie Jaden,Denault Chad,Nipissing Lakers,197.0
Goldie Jaden,Desgagnes Mathieu,Ottawa Gee-Gees,191.0
